10341926_10370644_ChrS01,0.000249344262295082,28718
1129392_1151473_ChrS20,0.000444242424242424,22081
1261209_1301988_ChrS16,0.0116123728813559,40779
1416036_1445139_ChrS09,0.0005442,29103
1568966_1600801_ChrS13,0.000265108108108108,31835
1710444_1752107_ChrS15,0.000806271186440678,41663
1753520_1781319_ChrS15,0.00147768656716418,27799
1987237_2018224_ChrS14,0.00403517948717949,30987
2104286_2154345_ChrS06,0.000459555555555556,50059
2135139_2171492_ChrS03,6.11743772241993e-05,36353
2203817_2245642_ChrS06,0.000405217391304348,41825
2218087_2244224_ChrS12,0.00239338753387534,26137
2398564_2428164_ChrS04,0.000411375,29600
2486433_2511566_ChrS18,0.000653095238095238,25133
2569311_2610161_ChrS19,0.000550876288659794,40850
2732045_2771792_ChrS17,0.000342924528301887,39747
2990169_3034837_ChrS11,6.29700272479564e-05,44668
3324230_3353948_ChrS03,0.00148284946236559,29718
340148_375438_ChrS14,0.00104675141242938,35290
3523583_3556154_ChrS16,0.000501894736842105,32571
3633841_3670635_ChrS09,0.000370797342192691,36794
3867569_3897413_ChrS15,0.000201444444444444,29844
3947117_3977500_ChrS09,0.000261504854368932,30383
4504899_4543897_ChrS16,0.000121884057971014,38998
4545337_4578899_ChrS14,0.00761554404145078,33562
457799_491403_ChrS12,0.000837684964200477,33604
4580335_4614088_ChrS02,9.46341463414634e-05,33753
4834724_4874602_ChrS07,0.000921368421052632,39878
5005366_5045753_ChrS11,0.000606304347826087,40387
5071361_5102204_ChrS13,0.00653260273972603,30843
5717537_5749587_ChrS05,0.000217117794486216,32050
5837287_5867849_ChrS05,0.000211743970315399,30562
5843951_5877409_ChrS04,0.000275388127853881,33458
6201042_6245822_ChrS01,0.000602406947890819,44780
664864_689461_ChrS18,0.000743109756097561,24597
6686084_6733993_ChrS10,0.000501438356164384,47909
715644_745921_ChrS20,0.000453630952380952,30277
7338329_7371076_ChrS02,0.00021363184079602,32747
8231251_8276638_ChrS04,0.000414701492537313,45387
